Make,Number.of.Engines,Weather.Condition,Broad.phase.of.flight,total_passengers,injury_rate,is_destroyed,Make_Model
Boeing,2,VMC,,140.0,0.0,0.0,Boeing — 767-375
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — R182
Cessna,2,VMC,,1.0,1.0,0.0,Cessna — 402
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210G
Embraer,2,VMC,,3.0,0.0,0.0,Embraer — EMB 120ER
Bombardier Inc,2,VMC,,34.0,0.0,0.0,Bombardier Inc — CL 600 2B19
Boeing,,,,1.0,0.0,,Boeing — 737
Boeing,,,,0.0,,,Boeing — 737
Beech,1,VMC,,1.0,0.0,0.0,Beech — C23
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 11
Beech,2,VMC,,4.0,0.0,0.0,Beech — 95 B55
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 502
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T210N
Beech,1,VMC,,1.0,1.0,0.0,Beech — A36
Airbus,2,VMC,,143.0,0.0,0.0,Airbus — A321 231
Cirrus,1,IMC,,4.0,1.0,1.0,Cirrus — SR22
Cessna,2,VMC,,9.0,0.0,0.0,Cessna — 208B
Mooney,1,VMC,,2.0,1.0,0.0,Mooney — M20C
Piper,1,VMC,,2.0,1.0,0.0,Piper — J3C
Beech,1,VMC,,2.0,0.0,0.0,Beech — 35
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — A185
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA 28-161
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177B
Boeing,,,,132.0,0.0,0.0,Boeing — 737
Boeing,,,,189.0,0.0,0.0,Boeing — 737
Boeing,,,,0.0,,,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T210
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 210
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 150G
Cessna,2,,,4.0,0.25,1.0,Cessna — 650
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 150J
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,2.0,1.0,1.0,Cessna — 172L
Airbus,,,,189.0,0.0,,Airbus — A330
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172
Piper,1,VMC,,3.0,0.3333333333333333,0.0,Piper — PA 28R-201
Mooney,1,VMC,,2.0,1.0,0.0,Mooney — M20E
Cessna,1,IMC,,3.0,1.0,1.0,Cessna — TR182
Boeing,,,,321.0,0.0,0.0,Boeing — 777
Beech,1,VMC,,2.0,1.0,1.0,Beech — C35
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172P
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18
Boeing,2,,,173.0,0.0,,Boeing — 737-8H4
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA18
Cessna,1,,,2.0,1.0,0.0,Cessna — 150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-24-260
Cessna,1,IMC,,3.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,,1.0,1.0,0.0,Piper — J5A
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182M
Airbus,,,,185.0,0.0,0.0,Airbus — A320
Boeing,,,,142.0,0.0,,Boeing — 737
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 162
Piper,1,VMC,,1.0,0.0,1.0,Piper — PA 22
Boeing,1,VMC,,1.0,0.0,0.0,Boeing — PT 13
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 25-235
Boeing,,,,0.0,,,Boeing — 737
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 414
Piper,1,,,2.0,0.5,1.0,Piper — PA 28-140
Airbus,,,,521.0,0.0,0.0,Airbus — A380
Airbus,2,VMC,,301.0,0.0,0.0,Airbus — A321 231
Cirrus,1,IMC,,2.0,1.0,1.0,Cirrus — SR22
Piper,1,VMC,,2.0,1.0,1.0,Piper — PA32R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 182
Boeing,2,VMC,,84.0,0.0,0.0,Boeing — 737 7H4
Cirrus,1,VMC,,2.0,1.0,0.0,Cirrus — SR22
Piper,1,VMC,,2.0,0.0,0.0,Piper — J3C
Cessna,2,VMC,,2.0,1.0,1.0,Cessna — 401
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 24-250
Piper,,,,1.0,1.0,0.0,Piper — PA25
Ercoupe,1,VMC,,1.0,0.0,0.0,Ercoupe — 415
Bellanca,1,VMC,,2.0,0.0,0.0,Bellanca — 17-30A
Piper,2,IMC,,2.0,0.0,0.0,Piper — PA 34-220T
Mooney,1,VMC,,3.0,0.6666666666666666,0.0,Mooney — M20
Piper,1,VMC,,1.0,1.0,1.0,Piper — PA 25-235
Maule,1,VMC,,2.0,0.0,0.0,Maule — M 7
Cessna,1,IMC,,1.0,0.0,0.0,Cessna — T210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT 402B
Cessna,,,,2.0,1.0,1.0,Cessna — U206
De Havilland,,,,0.0,,,De Havilland — DHC8
Dehavilland,1,VMC,,2.0,0.0,0.0,Dehavilland — DHC 1
Cessna,1,VMC,,2.0,1.0,1.0,Cessna — 172M
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 182H
Boeing,,,,0.0,,,Boeing — 737
Diamond Aircraft Ind Inc,1,VMC,,2.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 40
Boeing,,,,0.0,,,Boeing — 777
Boeing,2,,,12.0,0.0,,Boeing — 767 328
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172RG
Cirrus,1,VMC,,3.0,0.0,0.0,Cirrus — SR22T
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 210
Embraer,,,,0.0,,,Embraer — ERJ190
Diamond Aircraft Ind Inc,1,VMC,,2.0,0.0,0.0,Diamond Aircraft Ind Inc — DA 40
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,,,,5.0,1.0,0.0,Cessna — 208
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 150J
Beech,1,VMC,,2.0,0.5,0.0,Beech — A24
Cessna,2,VMC,,2.0,1.0,0.0,Cessna — 402
Beech,2,,,13.0,0.9230769230769231,0.0,Beech — B200
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 32RT-300T
Cirrus,1,VMC,,2.0,1.0,0.0,Cirrus — SR22T
Raytheon Aircraft Company,2,VMC,,4.0,0.0,0.0,Raytheon Aircraft Company — B200
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 120
Champion,1,VMC,,1.0,0.0,0.0,Champion — 7GC
Aviat Aircraft Inc,1,VMC,,1.0,0.0,0.0,Aviat Aircraft Inc — A1
Aeronca,1,VMC,,2.0,0.0,0.0,Aeronca — 7DC
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150
Boeing,,,,1.0,0.0,,Boeing — 737
Cessna,1,,,5.0,1.0,1.0,Cessna — 210
Cessna,,VMC,,2.0,0.0,0.0,Cessna — T210N
Air Tractor,1,VMC,,1.0,0.0,1.0,Air Tractor — AT 502B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A185
Cessna,,,,1.0,1.0,1.0,Cessna — 210
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — A188
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — 108
Piper,2,,,2.0,1.0,0.0,Piper — PA34
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,,,,2.0,1.0,1.0,Cessna — T310
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — P210N
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,,,,5.0,0.0,,Cessna — 550
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 140
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 32R-300
Beech,1,VMC,,2.0,1.0,0.0,Beech — 35C33
Cessna,,,,2.0,0.0,,Cessna — 152
Boeing,2,,,0.0,,,Boeing — 767
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172R
Beech,2,VMC,,2.0,1.0,0.0,Beech — B95
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA 18-150
Beech,1,VMC,,2.0,1.0,1.0,Beech — V35B
Cessna,1,VMC,,4.0,1.0,0.0,Cessna — 172N
Socata,1,VMC,,2.0,0.0,0.0,Socata — TBM 850
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA28
Airbus,2,,,2.0,0.0,0.0,Airbus — A330-243
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,1,IMC,,2.0,1.0,1.0,Piper — PA 32
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 28-180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Socata,1,VMC,,3.0,0.0,0.0,Socata — TB200
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Boeing,,,,0.0,,,Boeing — 747
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — SR 5E
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 182H
Piper,1,IMC,,4.0,1.0,1.0,Piper — PA32
Cessna,1,IMC,,1.0,0.0,0.0,Cessna — T210N
Boeing,,,,0.0,,,Boeing — 777
Cessna,1,VMC,,4.0,0.5,0.0,Cessna — T207A
Cessna,,IMC,,11.0,1.0,0.0,Cessna — 208
Boeing,,,,0.0,,0.0,Boeing — 737
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 28R
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172RG
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 28R-201T
Beech,2,VMC,,2.0,0.0,0.0,Beech — B 55
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172M
Rockwell International,1,VMC,,2.0,0.0,0.0,Rockwell International — 112A
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172P
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — A75N1(PT17)
Boeing,,,,86.0,0.0,0.0,Boeing — 737
Boeing,2,VMC,,5.0,0.0,,Boeing — 737 7H4
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 152
Ercoupe,1,VMC,,1.0,0.0,0.0,Ercoupe — 415 CD
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172N
Boeing,,,,0.0,,,Boeing — 737
Bellanca,1,VMC,,3.0,0.0,0.0,Bellanca — 8KCAB
Cessna,2,IMC,,4.0,0.5,0.0,Cessna — 421
Cessna,1,IMC,,1.0,1.0,1.0,Cessna — 172G
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA 12
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182S
Boeing,,,,125.0,0.0,0.0,Boeing — 737
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172N
Mooney,1,IMC,,1.0,1.0,1.0,Mooney — M20C
Luscombe,1,VMC,,2.0,1.0,0.0,Luscombe — 8
Boeing,,,,0.0,,,Boeing — 737
Piper,2,VMC,,4.0,0.0,0.0,Piper — PA 34-220T
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA46
Mooney,1,VMC,,1.0,0.0,0.0,Mooney — M20
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150F
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Boeing,,,,0.0,,0.0,Boeing — 777
Boeing,,,,0.0,,0.0,Boeing — 777
Aero Commander,1,VMC,,1.0,0.0,0.0,Aero Commander — 112
Boeing,2,,,169.0,0.0,,Boeing — 737-932ER
Boeing,2,,,158.0,0.0,,Boeing — 757 224
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 18-125
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,1,,,2.0,1.0,1.0,Piper — PA28
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Champion,,VMC,,1.0,0.0,0.0,Champion — 7EC
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — A75N1(PT17)
Cessna,1,VMC,,4.0,0.25,0.0,Cessna — 180
Piper,2,VMC,,4.0,0.0,0.0,Piper — PA34
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 152
Airbus,2,VMC,,294.0,0.0,0.0,Airbus — A319 115
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — 402
Beech,1,VMC,,1.0,1.0,0.0,Beech — A36
Piper,2,VMC,,3.0,0.0,0.0,Piper — PA 31-310
Beech,2,VMC,,4.0,0.5,0.0,Beech — C90
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
North American,1,VMC,,1.0,0.0,0.0,North American — T 6
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA 34-200T
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA 32
Raytheon Aircraft Company,1,VMC,,1.0,1.0,1.0,Raytheon Aircraft Company — B36TC
Airbus,2,IMC,,102.0,0.00980392156862745,,Airbus — A321 231
Cessna,,VMC,,1.0,0.0,0.0,Cessna — 172D
Beech,2,VMC,,5.0,1.0,1.0,Beech — 58
Beech,,VMC,,3.0,1.0,1.0,Beech — C90
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172C
Boeing,,,,0.0,,0.0,Boeing — 767
Beech,,VMC,,4.0,0.5,1.0,Beech — A36
Cessna,1,IMC,,2.0,1.0,1.0,Cessna — U206
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA32
Boeing,,,,73.0,0.0,0.0,Boeing — 737
Air Tractor,1,,,1.0,1.0,0.0,Air Tractor — AT502
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA 32-300
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — T210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172P
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 32R
Beech,2,,,3.0,1.0,0.0,Beech — 58
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 150
Piper,,,,1.0,1.0,0.0,Piper — PA23
Cessna,1,VMC,,3.0,1.0,1.0,Cessna — T210M
North American,,VMC,,3.0,0.0,0.0,North American — NAVION
Beech,,,,1.0,1.0,1.0,Beech — A36
Piper,1,IMC,,2.0,1.0,1.0,Piper — PA28
Maule,1,VMC,,2.0,0.0,0.0,Maule — MX7
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA22
Piper,2,VMC,,3.0,0.6666666666666666,0.0,Piper — PA 23-250
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 177
Aviat Aircraft Inc,1,VMC,,1.0,0.0,0.0,Aviat Aircraft Inc — A-1
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-201T
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA28
American Champion Aircraft,1,VMC,,2.0,0.0,0.0,American Champion Aircraft — 7GCAA
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 12
Beech,1,IMC,,1.0,1.0,1.0,Beech — G35
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Mooney,1,VMC,,1.0,0.0,0.0,Mooney — M20K
McDonnell Douglas,,VMC,,3.0,0.0,0.0,McDonnell Douglas — DC 9 33F
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A188
Cessna,1,,,2.0,1.0,1.0,Cessna — 172
Cessna,2,IMC,,5.0,1.0,1.0,Cessna — 340
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172
Piper,1,VMC,,5.0,0.0,0.0,Piper — PA 28R-200
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150L
Bombardier Inc,2,IMC,,0.0,,,Bombardier Inc — CL600 2D24
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,2,VMC,,2.0,1.0,0.0,Cessna — 525A
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA32
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210
Cessna,,,,2.0,1.0,0.0,Cessna — A188
Bombardier Inc,2,IMC,,46.0,0.0,,Bombardier Inc — DHC 8 402
Cessna,1,VMC,,12.0,1.0,1.0,Cessna — 208
De Havilland,,,,6.0,1.0,1.0,De Havilland — DHC2
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T210L
Cirrus,1,VMC,,1.0,1.0,1.0,Cirrus — SR22T
Boeing,,,,0.0,,0.0,Boeing — 737
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 170
Ayres,1,,,1.0,1.0,0.0,Ayres — S2R
Boeing,,,,0.0,,0.0,Boeing — 737
Beech,1,VMC,,1.0,0.0,0.0,Beech — B19
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170
Piper,2,,,1.0,1.0,1.0,Piper — PA 23-250
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A185
Boeing,,,,0.0,,0.0,Boeing — 737
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 28
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3L
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 28-236
Beech,1,VMC,,2.0,0.5,0.0,Beech — K35
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 210
Beech,2,VMC,,2.0,0.0,0.0,Beech — B60
Mooney,1,VMC,,4.0,0.25,0.0,Mooney — M20E
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 32-300
Piper,2,,,6.0,1.0,1.0,Piper — PA-23-250
Boeing,,,,0.0,,0.0,Boeing — 737
Airbus,2,,,255.0,0.0,,Airbus — A330
Cessna,1,,,2.0,0.5,0.0,Cessna — 182
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172P
Cessna,1,VMC,,2.0,0.0,1.0,Cessna — 210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172RG
Beech,1,VMC,,1.0,0.0,0.0,Beech — A36
Piper,,,,4.0,1.0,1.0,Piper — PA-28RT-201T
Dehavilland,,VMC,,1.0,0.0,0.0,Dehavilland — BEAVER DHC 2
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,,VMC,,4.0,0.0,0.0,Piper — PA32R
Maule,1,VMC,,1.0,1.0,0.0,Maule — M 6
Boeing,2,,,99.0,0.0,,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Piper,,,,1.0,1.0,0.0,Piper — PA25
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Aero Commander,2,VMC,,1.0,0.0,0.0,Aero Commander — 680 F
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — 172F
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 152
Cessna,1,IMC,,1.0,1.0,0.0,Cessna — P210N
Embraer,,,,101.0,0.0,0.0,Embraer — ERJ190
Beech,1,VMC,,2.0,0.5,0.0,Beech — 35 A33
Boeing,2,,,0.0,,,Boeing — 757 23A
American Champion Aircraft,1,VMC,,2.0,0.0,0.0,American Champion Aircraft — 7GCBC
Beech,2,VMC,,2.0,0.0,0.0,Beech — 95
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — T303
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Raytheon Aircraft Company,2,IMC,,4.0,0.0,0.0,Raytheon Aircraft Company — 400A
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Boeing,,,,0.0,,,Boeing — 737
Boeing,,,,0.0,,,Boeing — 717
Boeing,,,,0.0,,,Boeing — 757
Cessna,1,IMC,,2.0,1.0,0.0,Cessna — 182T
Piper,2,VMC,,4.0,0.0,0.0,Piper — PA 34-220T
Mooney,1,IMC,,1.0,0.0,0.0,Mooney — M20J
Beech,,,,3.0,1.0,0.0,Beech — F35
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172M
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 24-260
Beech,1,VMC,,1.0,0.0,0.0,Beech — 35
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 140
Piper,1,,,1.0,1.0,0.0,Piper — PA25
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150
Beech,2,VMC,,2.0,0.0,0.0,Beech — C90
Cessna,,,,2.0,1.0,0.0,Cessna — 182
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA 16
Boeing,2,VMC,,378.0,0.0,0.0,Boeing — 777 222
Airbus,2,,,144.0,0.0625,0.0,Airbus — A330
Cessna,,,,1.0,1.0,0.0,Cessna — A188
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,2,IMC,,2.0,0.0,0.0,Cessna — 402
Beech,,,,3.0,1.0,1.0,Beech — 95B55
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Socata,1,IMC,,2.0,1.0,1.0,Socata — TBM 700
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 22
Airbus,,,,0.0,,,Airbus — A320
Boeing,,,,174.0,0.0,,Boeing — 737
Piper,2,VMC,,1.0,1.0,1.0,Piper — PA34
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — P210
McDonnell Douglas,,,,0.0,,0.0,McDonnell Douglas — MD83
Cirrus,1,VMC,,1.0,1.0,0.0,Cirrus — SR22T
Piper,1,VMC,,1.0,1.0,1.0,Piper — PA28
Piper,1,,,4.0,1.0,1.0,Piper — PA32R
Cessna,1,VMC,,5.0,0.0,0.0,Cessna — 172
Cessna,,IMC,,3.0,1.0,1.0,Cessna — 441
Beech,,VMC,,2.0,1.0,1.0,Beech — 58
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Beech,2,,,10.0,0.5,0.0,Beech — B100
Aero Commander,1,VMC,,1.0,1.0,0.0,Aero Commander — CALLAIR A 9
Airbus,2,VMC,,298.0,0.006711409395973154,,Airbus — A330 323
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 207
Cessna,,,,2.0,1.0,1.0,Cessna — T210N
Air Tractor,1,VMC,,1.0,1.0,0.0,Air Tractor — AT-802
Cirrus,1,VMC,,2.0,0.0,0.0,Cirrus — SF50
Piper,1,VMC,,5.0,0.0,0.0,Piper — PA 28
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28R
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172
Cessna,1,,,2.0,0.0,0.0,Cessna — 182P
Airbus,,,,0.0,,0.0,Airbus — A320
Cessna,1,VMC,,2.0,1.0,1.0,Cessna — 172
Beech,1,VMC,,1.0,1.0,0.0,Beech — 77
Beech,2,VMC,,1.0,1.0,0.0,Beech — B
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 32-300
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Aero Commander,1,VMC,,1.0,1.0,0.0,Aero Commander — 100-180
Cessna,,,,10.0,0.0,,Cessna — 441
Raytheon Aircraft Company,1,VMC,,1.0,0.0,0.0,Raytheon Aircraft Company — A36
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA32
Boeing,,,,0.0,,0.0,Boeing — 737
Cessna,,,,3.0,0.0,0.0,Cessna — 206
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA 28
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cirrus,1,IMC,,2.0,1.0,0.0,Cirrus — SR20
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150M
Piper,,VMC,,2.0,1.0,1.0,Piper — PA 31P
American Champion Aircraft,1,VMC,,1.0,0.0,0.0,American Champion Aircraft — 8GCBC
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA 32R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Beech,2,VMC,,2.0,0.0,0.0,Beech — 76
Bellanca,1,VMC,,3.0,0.0,0.0,Bellanca — 1413
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA22
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA 28-180
Piper,1,VMC,,1.0,1.0,1.0,Piper — PA 18-150
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — 108
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 140
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T210
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA28
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 177
Cirrus,1,VMC,,3.0,0.0,0.0,Cirrus — SR20
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210
Beech,2,VMC,,2.0,0.0,0.0,Beech — C99
American Champion Aircraft,1,VMC,,2.0,0.0,0.0,American Champion Aircraft — 7GCBC
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182
Dehavilland,2,VMC,,5.0,0.0,0.0,Dehavilland — DHC 6 TWIN OTTER
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA24
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — 310R
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180K
Maule,,,,2.0,1.0,0.0,Maule — M 7-235
Beech,1,IMC,,2.0,1.0,1.0,Beech — V35
Mooney,1,VMC,,1.0,1.0,1.0,Mooney — M20E
Champion,1,VMC,,2.0,0.0,0.0,Champion — 7GC
Boeing,,,,0.0,,,Boeing — 767
Cessna,1,VMC,,1.0,1.0,1.0,Cessna — R182
Beech,2,IMC,,8.0,0.0,0.0,Beech — 99
Boeing,4,,,5.0,0.0,,Boeing — 747
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172
Boeing,,,,2.0,0.0,,Boeing — 757
